ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2020-07-01,Canada Day,2020-07-08,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-07,Labour Day,2020-09-14,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-12,Thanksgiving,2020-10-19,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-11,Remembrance Day,2020-11-18,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-28,Boxing Day (Observed),2021-01-04,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-31,New Year's Day (Observed),2022-01-07,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Good Friday,2021-04-09,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Victoria Day,2021-05-31,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-01,Canada Day,2021-07-08,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-06,Labour Day,2021-09-13,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-11,Thanksgiving,2021-10-18,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-11,Remembrance Day,2021-11-18,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Christmas Day (Observed),2021-12-31,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-27,Boxing Day (Observed),2022-01-03,Canada,CA,Canada,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Ostern,2020-04-19,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Karfreitag,2020-04-17,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Ostermontag,2020-04-20,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Auffahrt,2020-05-28,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-31,Pfingsten,2020-06-07,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Pfingstmontag,2020-06-08,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-01,Nationalfeiertag,2020-08-08,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Weihnachten,2021-01-01,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Neujahrestag,2021-01-08,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Ostern,2021-04-11,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Karfreitag,2021-04-09,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Ostermontag,2021-04-12,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Auffahrt,2021-05-20,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-23,Pfingsten,2021-05-30,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Pfingstmontag,2021-05-31,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-01,Nationalfeiertag,2021-08-08,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Weihnachten,2022-01-01,Switzerland,CH,Swiss Confederation,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Semana Santa (Viernes Santo)  [Holy day (Holy Friday)],2020-04-17,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Día de Pascuas [Easter Day],2020-04-19,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Día de las Glorias Navales [Naval Glories Day],2020-05-28,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],2020-07-06,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-16,Virgen del Carmen [Virgin of Carmen],2020-07-23,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Asunsión de la Virgen [Assumption of the Virgin],2020-08-22,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-18,Día de la Independencia [Independence Day],2020-09-25,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-19,Día de las Glorias del Ejército de Chile [Day of Glories of the Army of Chile],2020-09-26,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],2020-10-19,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [National Day of the  Evangelical and  Protestant Churches],2020-11-07,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Día de Todos los Santos [All Saints Day],2020-11-08,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-08,La Inmaculada Concepción [Immaculate Conception],2020-12-15,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Semana Santa (Viernes Santo)  [Holy day (Holy Friday)],2021-04-09,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Día de Pascuas [Easter Day],2021-04-11,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-21,Día de las Glorias Navales [Naval Glories Day],2021-05-28,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],2021-07-06,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-16,Virgen del Carmen [Virgin of Carmen],2021-07-23,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Asunsión de la Virgen [Assumption of the Virgin],2021-08-22,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-18,Día de la Independencia [Independence Day],2021-09-25,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-19,Día de las Glorias del Ejército de Chile [Day of Glories of the Army of Chile],2021-09-26,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],2021-10-19,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [National Day of the  Evangelical and  Protestant Churches],2021-11-07,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Día de Todos los Santos [All Saints Day],2021-11-08,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-08,La Inmaculada Concepción [Immaculate Conception],2021-12-15,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Chile,CL,Republic of Chile,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-25,Chinese New Year,2020-02-01,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-04,Tomb-Sweeping Day,2020-04-11,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-05,Tomb-Sweeping Day,2020-04-12,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day,2020-05-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-25,Dragon Boat Festival,2020-07-02,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-01,National Day,2020-10-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-01,Mid-Autumn Festival,2020-10-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-12,Chinese New Year,2021-02-19,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Tomb-Sweeping Day,2021-04-11,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Tomb-Sweeping Day,2021-04-12,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-14,Dragon Boat Festival,2021-06-21,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-21,Mid-Autumn Festival,2021-09-28,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-01,National Day,2021-10-08,China,CN,People's Republic of China,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-20,Día de la Independencia [Independence Day],2020-07-27,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-07,Batalla de Boyacá [Battle of Boyacá],2020-08-14,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-08,La Inmaculada Concepción [Immaculate Conception],2020-12-15,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-23,Día de San José [Saint Joseph's Day](Observed),2020-03-30,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],2020-07-06,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-17,La Asunción [Assumption of Mary](Observed),2020-08-24,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-12,Descubrimiento de América [Discovery of America],2020-10-19,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-02,Dia de Todos los Santos [All Saint's Day](Observed),2020-11-09,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-16,Independencia de Cartagena [Independence of Cartagena](Observed),2020-11-23,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Jueves Santo [Maundy Thursday],2020-04-16,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Viernes Santo [Good Friday],2020-04-17,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-25,Ascensión del señor [Ascension of Jesus](Observed),2020-06-01,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-15,Corpus Christi [Corpus Christi](Observed),2020-06-22,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-22,Sagrado Corazón [Sacred Heart](Observed),2020-06-29,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-20,Día de la Independencia [Independence Day],2021-07-27,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-07,Batalla de Boyacá [Battle of Boyacá],2021-08-14,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-08,La Inmaculada Concepción [Immaculate Conception],2021-12-15,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-11,Día de los Reyes Magos [Epiphany](Observed),2021-01-18,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-22,Día de San José [Saint Joseph's Day](Observed),2021-03-29,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-05,San Pedro y San Pablo [Saint Peter and Saint Paul](Observed),2021-07-12,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-16,La Asunción [Assumption of Mary](Observed),2021-08-23,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-18,Descubrimiento de América [Discovery of America](Observed),2021-10-25,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Dia de Todos los Santos [All Saint's Day],2021-11-08,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-15,Independencia de Cartagena [Independence of Cartagena](Observed),2021-11-22,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Jueves Santo [Maundy Thursday],2021-04-08,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Viernes Santo [Good Friday],2021-04-09,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-17,Ascensión del señor [Ascension of Jesus](Observed),2021-05-24,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-07,Corpus Christi [Corpus Christi](Observed),2021-06-14,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-14,Sagrado Corazón [Sacred Heart](Observed),2021-06-21,Colombia,CO,Republic of Colombia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Velký pátek,2020-04-17,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Velikonoční pondělí,2020-04-20,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Svátek práce,2020-05-08,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-08,Den vítězství,2020-05-15,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-05,Den slovanských věrozvěstů Cyrila a Metoděje,2020-07-12,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-06,Den upálení mistra Jana Husa,2020-07-13,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-28,Den české státnosti,2020-10-05,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-28,Den vzniku samostatného československého státu,2020-11-04,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-17,Den boje za svobodu a demokracii,2020-11-24,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-24,Štědrý den,2020-12-31,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,1. svátek vánoční,2021-01-01,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,2. svátek vánoční,2021-01-02,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Den obnovy samostatného českého státu,2021-01-08,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Velký pátek,2021-04-09,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Velikonoční pondělí,2021-04-12,Czechia,CZ,Czech Republic,-3,3,10,https://github.com/dr-prodigy/python-holidays
